formulary_code,formulary_name,plan_code,market_segment,carrier,pbm,formulary_type,tier_count,coverage_level,effective_date,termination_date,region,drug_count,prior_auth_pct,step_therapy_pct,quantity_limit_pct,is_active
FORM-REGI-AETN-2024-0059,AETNA REGIONAL Specialty 5-Tier Formulary 2024,FEHB_STAND_001,REGIONAL,AETNA,MEDIMPACT,SPECIALTY,5,BASIC,2024-01-01,2024-12-31,NM,612,24,13,29,true
FORM-REGI-AETN-2024-0060,AETNA REGIONAL Basic 3-Tier Formulary 2024,COMM_GOLD_001,REGIONAL,AETNA,ENVOLVE_PHARMACY,BASIC,3,LIMITED,2024-01-01,2024-12-31,OK,1609,11,4,16,true
FORM-REGI-CIGN-2024-0061,CIGNA REGIONAL Basic 5-Tier Formulary 2024,EXCH_GOLD_001,REGIONAL,CIGNA,PRIME_THERAPEUTICS,BASIC,5,STANDARD,2024-01-01,2024-12-31,MO,1868,24,9,30,true
FORM-REGI-KAIS-2024-0062,KAISER REGIONAL Standard 6-Tier Formulary 2024,FEHB_PREM_001,REGIONAL,KAISER,CVS_CAREMARK,STANDARD,6,COMPREHENSIVE,2024-01-01,2024-12-31,AL,2983,7,5,24,true
FORM-REGI-MOLI-2024-0063,MOLINA REGIONAL Enhanced 4-Tier Formulary 2024,EXCH_SILV_001,REGIONAL,MOLINA,PRIME_THERAPEUTICS,ENHANCED,4,LIMITED,2024-01-01,2024-12-31,IL,3693,15,5,30,true
FORM-REGI-KAIS-2024-0064,KAISER REGIONAL Specialty 5-Tier Formulary 2024,COMM_BRON_001,REGIONAL,KAISER,ELIXIR,SPECIALTY,5,COMPREHENSIVE,2024-01-01,2024-12-31,NC,855,16,5,18,true
FORM-REGI-AETN-2024-0065,AETNA REGIONAL Basic 6-Tier Formulary 2024,PBMCO_STD_001,REGIONAL,AETNA,MAGELLAN_RX,BASIC,6,COMPREHENSIVE,2024-01-01,2024-12-31,GA,1100,19,8,29,true
FORM-REGI-MOLI-2024-0066,MOLINA REGIONAL Basic 4-Tier Formulary 2024,IND_BRON_001,REGIONAL,MOLINA,NAVITUS,BASIC,4,BASIC,2024-01-01,2024-12-31,NC,1294,22,8,14,true
FORM-REGI-CIGN-2024-0067,CIGNA REGIONAL Basic 3-Tier Formulary 2024,FEHB_BASIC_001,REGIONAL,CIGNA,PRIME_THERAPEUTICS,BASIC,3,COMPREHENSIVE,2024-01-01,2024-12-31,GA,2102,18,9,24,true
FORM-REGI-HEAL-2024-0068,HEALTH_NET REGIONAL Basic 3-Tier Formulary 2024,FEHB_BASIC_001,REGIONAL,HEALTH_NET,MEDIMPACT,BASIC,3,LIMITED,2024-01-01,2024-12-31,MO,2004,11,11,22,true
FORM-REGI-CIGN-2024-0069,CIGNA REGIONAL Standard 5-Tier Formulary 2024,IND_SILV_001,REGIONAL,CIGNA,CVS_CAREMARK,STANDARD,5,COMPREHENSIVE,2024-01-01,2024-12-31,MT,2998,24,4,20,true
FORM-REGI-MOLI-2024-0070,MOLINA REGIONAL Standard 3-Tier Formulary 2024,EXCH_GOLD_001,REGIONAL,MOLINA,EXPRESS_SCRIPTS,STANDARD,3,BASIC,2024-01-01,2024-12-31,GA,2025,25,6,24,true
FORM-REGI-CENT-2024-0071,CENTENE REGIONAL Mail Order 5-Tier Formulary 2024,PBMCO_STD_001,REGIONAL,CENTENE,HUMANA_PHARMACY,MAIL_ORDER,5,STANDARD,2024-01-01,2024-12-31,DE,2291,21,3,29,true
FORM-REGI-MOLI-2024-0072,MOLINA REGIONAL Enhanced 4-Tier Formulary 2024,TRICARE_PRM_001,REGIONAL,MOLINA,MEDIMPACT,ENHANCED,4,STANDARD,2024-01-01,2024-12-31,NC,2786,8,10,22,true
FORM-REGI-MOLI-2024-0073,MOLINA REGIONAL Enhanced 5-Tier Formulary 2024,EMP_HDHP_001,REGIONAL,MOLINA,MEDIMPACT,ENHANCED,5,LIMITED,2024-01-01,2024-12-31,HI,2579,5,11,29,true
FORM-REGI-CIGN-2024-0074,CIGNA REGIONAL Enhanced 4-Tier Formulary 2024,COMM_PLAT_001,REGIONAL,CIGNA,MEDIMPACT,ENHANCED,4,LIMITED,2024-01-01,2024-12-31,VT,2134,6,5,10,true
FORM-REGI-HUMA-2024-0075,HUMANA REGIONAL Specialty 3-Tier Formulary 2024,FEHB_PREM_001,REGIONAL,HUMANA,MEDIMPACT,SPECIALTY,3,COMPREHENSIVE,2024-01-01,2024-12-31,WI,696,7,3,10,true
FORM-REGI-ANTH-2024-0076,ANTHEM REGIONAL Enhanced 4-Tier Formulary 2024,FEHB_BASIC_001,REGIONAL,ANTHEM,PRIME_THERAPEUTICS,ENHANCED,4,STANDARD,2024-01-01,2024-12-31,ND,2223,14,9,19,true
FORM-REGI-CIGN-2024-0077,CIGNA REGIONAL Specialty 3-Tier Formulary 2024,EMP_HDHP_001,REGIONAL,CIGNA,MEDIMPACT,SPECIALTY,3,BASIC,2024-01-01,2024-12-31,OH,1091,23,9,17,true
FORM-REGI-HEAL-2024-0078,HEALTH_NET REGIONAL Standard 5-Tier Formulary 2024,IND_SILV_001,REGIONAL,HEALTH_NET,HUMANA_PHARMACY,STANDARD,5,STANDARD,2024-01-01,2024-12-31,OR,3470,6,7,28,true
FORM-REGI-UNIT-2024-0079,UNITED_HEALTHCARE REGIONAL Standard 5-Tier Formulary 2024,IND_BRON_001,REGIONAL,UNITED_HEALTHCARE,NAVITUS,STANDARD,5,BASIC,2024-01-01,2024-12-31,AK,3997,24,3,26,true
FORM-REGI-KAIS-2024-0080,KAISER REGIONAL Standard 6-Tier Formulary 2024,IND_SILV_001,REGIONAL,KAISER,NAVITUS,STANDARD,6,BASIC,2024-01-01,2024-12-31,DE,2940,24,15,22,true
FORM-REGI-UNIT-2024-0081,UNITED_HEALTHCARE REGIONAL Enhanced 5-Tier Formulary 2024,COMM_HDHP_001,REGIONAL,UNITED_HEALTHCARE,PRIME_THERAPEUTICS,ENHANCED,5,BASIC,2024-01-01,2024-12-31,OR,2882,22,3,12,true
FORM-REGI-CIGN-2024-0082,CIGNA REGIONAL Standard 4-Tier Formulary 2024,EXCH_GOLD_001,REGIONAL,CIGNA,OPTUM_RX,STANDARD,4,STANDARD,2024-01-01,2024-12-31,DE,2911,10,6,15,true
FORM-REGI-CENT-2024-0083,CENTENE REGIONAL Standard 5-Tier Formulary 2024,TRICARE_STD_001,REGIONAL,CENTENE,EXPRESS_SCRIPTS,STANDARD,5,LIMITED,2024-01-01,2024-12-31,PA,3187,19,9,11,true
FORM-REGI-CIGN-2024-0084,CIGNA REGIONAL Standard 5-Tier Formulary 2024,IND_BRON_001,REGIONAL,CIGNA,MAGELLAN_RX,STANDARD,5,LIMITED,2024-01-01,2024-12-31,SC,2472,14,11,24,false
FORM-REGI-HEAL-2024-0085,HEALTH_NET REGIONAL Enhanced 5-Tier Formulary 2024,COMM_GOLD_001,REGIONAL,HEALTH_NET,MEDIMPACT,ENHANCED,5,BASIC,2024-01-01,2024-12-31,TX,2623,18,9,24,true
FORM-REGI-BCBS-2024-0086,BCBS REGIONAL Standard 5-Tier Formulary 2024,FEHB_PREM_001,REGIONAL,BCBS,MEDIMPACT,STANDARD,5,STANDARD,2024-01-01,2024-12-31,OR,2752,23,10,29,true
FORM-REGI-HEAL-2024-0087,HEALTH_NET REGIONAL Basic 4-Tier Formulary 2024,PBMCO_STD_001,REGIONAL,HEALTH_NET,EXPRESS_SCRIPTS,BASIC,4,BASIC,2024-01-01,2024-12-31,GA,2149,19,3,14,true
FORM-REGI-HEAL-2024-0088,HEALTH_NET REGIONAL Enhanced 4-Tier Formulary 2024,MCARE_PDPE_001,REGIONAL,HEALTH_NET,OPTUM_RX,ENHANCED,4,LIMITED,2024-01-01,2024-12-31,SC,2579,8,6,29,true
FORM-REGI-CIGN-2024-0089,CIGNA REGIONAL Standard 3-Tier Formulary 2024,EMP_TRAD_001,REGIONAL,CIGNA,HUMANA_PHARMACY,STANDARD,3,COMPREHENSIVE,2024-01-01,2024-12-31,VT,2024,6,8,30,true
FORM-REGI-BCBS-2024-0090,BCBS REGIONAL Standard 5-Tier Formulary 2024,EMP_HDHP_001,REGIONAL,BCBS,EXPRESS_SCRIPTS,STANDARD,5,BASIC,2024-01-01,2024-12-31,IN,3645,22,8,17,true
FORM-REGI-BCBS-2024-0091,BCBS REGIONAL Standard 5-Tier Formulary 2024,TRICARE_PRM_001,REGIONAL,BCBS,ELIXIR,STANDARD,5,COMPREHENSIVE,2024-01-01,2024-12-31,VA,2013,7,7,27,true
FORM-REGI-MOLI-2024-0092,MOLINA REGIONAL Enhanced 4-Tier Formulary 2024,TRICARE_STD_001,REGIONAL,MOLINA,CVS_CAREMARK,ENHANCED,4,STANDARD,2024-01-01,2024-12-31,VT,3288,16,9,19,false
FORM-REGI-UNIT-2024-0093,UNITED_HEALTHCARE REGIONAL Enhanced 4-Tier Formulary 2024,TRICARE_PRM_001,REGIONAL,UNITED_HEALTHCARE,CVS_CAREMARK,ENHANCED,4,LIMITED,2024-01-01,2024-12-31,GA,2821,25,8,11,true
FORM-REGI-CIGN-2024-0094,CIGNA REGIONAL Standard 4-Tier Formulary 2024,MCARE_SUPP_001,REGIONAL,CIGNA,NAVITUS,STANDARD,4,STANDARD,2024-01-01,2024-12-31,UT,3997,10,14,28,true
FORM-REGI-MOLI-2024-0095,MOLINA REGIONAL Standard 4-Tier Formulary 2024,IND_SILV_001,REGIONAL,MOLINA,MAGELLAN_RX,STANDARD,4,STANDARD,2024-01-01,2024-12-31,HI,2069,6,9,28,true
FORM-REGI-HEAL-2024-0096,HEALTH_NET REGIONAL Mail Order 4-Tier Formulary 2024,COMM_GOLD_001,REGIONAL,HEALTH_NET,PRIME_THERAPEUTICS,MAIL_ORDER,4,COMPREHENSIVE,2024-01-01,2024-12-31,TX,3425,13,6,13,true
FORM-REGI-HUMA-2024-0097,HUMANA REGIONAL Standard 3-Tier Formulary 2024,IND_CATAS_001,REGIONAL,HUMANA,CVS_CAREMARK,STANDARD,3,STANDARD,2024-01-01,2024-12-31,NY,2859,12,8,17,true
FORM-REGI-BCBS-2024-0098,BCBS REGIONAL Basic 6-Tier Formulary 2024,EMP_TRAD_001,REGIONAL,BCBS,ELIXIR,BASIC,6,STANDARD,2024-01-01,2024-12-31,FL,1922,11,5,23,true
FORM-REGI-UNIT-2024-0099,UNITED_HEALTHCARE REGIONAL Basic 4-Tier Formulary 2024,MCARE_PDPB_001,REGIONAL,UNITED_HEALTHCARE,ENVOLVE_PHARMACY,BASIC,4,COMPREHENSIVE,2024-01-01,2024-12-31,MA,2247,11,8,20,true
FORM-REGI-HEAL-2024-0100,HEALTH_NET REGIONAL Enhanced 4-Tier Formulary 2024,EMP_PREM_001,REGIONAL,HEALTH_NET,ELIXIR,ENHANCED,4,COMPREHENSIVE,2024-01-01,2024-12-31,CA,3632,16,7,21,true
FORM-REGI-MOLI-2024-0101,MOLINA REGIONAL Standard 5-Tier Formulary 2024,EMP_HDHP_001,REGIONAL,MOLINA,MEDIMPACT,STANDARD,5,LIMITED,2024-01-01,2024-12-31,NC,3765,10,7,23,true
FORM-REGI-HUMA-2024-0102,HUMANA REGIONAL Basic 4-Tier Formulary 2024,VA_STANDARD_001,REGIONAL,HUMANA,NAVITUS,BASIC,4,STANDARD,2024-01-01,2024-12-31,OH,2148,18,3,26,true
FORM-REGI-KAIS-2024-0103,KAISER REGIONAL Enhanced 5-Tier Formulary 2024,EMP_PREM_001,REGIONAL,KAISER,EXPRESS_SCRIPTS,ENHANCED,5,STANDARD,2024-01-01,2024-12-31,MN,3327,5,14,26,true
FORM-REGI-MOLI-2024-0104,MOLINA REGIONAL Enhanced 6-Tier Formulary 2024,VA_STANDARD_001,REGIONAL,MOLINA,HUMANA_PHARMACY,ENHANCED,6,LIMITED,2024-01-01,2024-12-31,IL,2506,16,10,28,true
FORM-REGI-ANTH-2024-0105,ANTHEM REGIONAL Enhanced 5-Tier Formulary 2024,COMM_SILV_001,REGIONAL,ANTHEM,PRIME_THERAPEUTICS,ENHANCED,5,STANDARD,2024-01-01,2024-12-31,NV,3800,22,8,26,true
FORM-REGI-ANTH-2024-0106,ANTHEM REGIONAL Standard 4-Tier Formulary 2024,TRICARE_STD_001,REGIONAL,ANTHEM,MAGELLAN_RX,STANDARD,4,LIMITED,2024-01-01,2024-12-31,ND,2953,15,5,27,true
FORM-REGI-AETN-2024-0107,AETNA REGIONAL Basic 5-Tier Formulary 2024,UNION_PREM_001,REGIONAL,AETNA,MAGELLAN_RX,BASIC,5,BASIC,2024-01-01,2024-12-31,MA,1484,23,14,30,true
FORM-REGI-HUMA-2024-0108,HUMANA REGIONAL Enhanced 4-Tier Formulary 2024,TRICARE_PRM_001,REGIONAL,HUMANA,MAGELLAN_RX,ENHANCED,4,COMPREHENSIVE,2024-01-01,2024-12-31,NH,3302,6,6,12,true
FORM-REGI-ANTH-2024-0109,ANTHEM REGIONAL Standard 4-Tier Formulary 2024,IND_GOLD_001,REGIONAL,ANTHEM,NAVITUS,STANDARD,4,LIMITED,2024-01-01,2024-12-31,WA,2476,6,13,25,true
FORM-REGI-CENT-2024-0110,CENTENE REGIONAL Specialty 3-Tier Formulary 2024,IND_SILV_001,REGIONAL,CENTENE,NAVITUS,SPECIALTY,3,BASIC,2024-01-01,2024-12-31,ME,1157,17,10,17,true
FORM-REGI-AETN-2024-0111,AETNA REGIONAL Standard 5-Tier Formulary 2024,EXCH_GOLD_001,REGIONAL,AETNA,MAGELLAN_RX,STANDARD,5,STANDARD,2024-01-01,2024-12-31,AZ,3579,25,5,14,false
FORM-REGI-ANTH-2024-0112,ANTHEM REGIONAL Specialty 3-Tier Formulary 2024,MCAID_STD_001,REGIONAL,ANTHEM,PRIME_THERAPEUTICS,SPECIALTY,3,BASIC,2024-01-01,2024-12-31,CT,504,18,12,19,true
FORM-REGI-HUMA-2024-0113,HUMANA REGIONAL Specialty 4-Tier Formulary 2024,MCARE_PDPB_001,REGIONAL,HUMANA,ELIXIR,SPECIALTY,4,COMPREHENSIVE,2024-01-01,2024-12-31,SD,1490,12,11,26,true
FORM-REGI-CIGN-2024-0114,CIGNA REGIONAL Enhanced 4-Tier Formulary 2024,COMM_GOLD_001,REGIONAL,CIGNA,OPTUM_RX,ENHANCED,4,COMPREHENSIVE,2024-01-01,2024-12-31,DE,3075,15,9,22,true
FORM-REGI-CIGN-2024-0115,CIGNA REGIONAL Standard 4-Tier Formulary 2024,COMM_PLAT_001,REGIONAL,CIGNA,CVS_CAREMARK,STANDARD,4,BASIC,2024-01-01,2024-12-31,NE,2707,19,10,12,true
FORM-REGI-BCBS-2024-0116,BCBS REGIONAL Standard 5-Tier Formulary 2024,MCAID_STD_001,REGIONAL,BCBS,ENVOLVE_PHARMACY,STANDARD,5,BASIC,2024-01-01,2024-12-31,SD,3614,14,4,17,true
FORM-REGI-CENT-2024-0117,CENTENE REGIONAL Enhanced 6-Tier Formulary 2024,MCARE_PDPB_001,REGIONAL,CENTENE,ENVOLVE_PHARMACY,ENHANCED,6,STANDARD,2024-01-01,2024-12-31,CO,3596,10,7,30,true
FORM-REGI-AETN-2024-0118,AETNA REGIONAL Standard 3-Tier Formulary 2024,FEHB_BASIC_001,REGIONAL,AETNA,EXPRESS_SCRIPTS,STANDARD,3,STANDARD,2024-01-01,2024-12-31,VA,3618,23,8,26,true
FORM-REGI-KAIS-2024-0119,KAISER REGIONAL Basic 5-Tier Formulary 2024,UNION_PREM_001,REGIONAL,KAISER,NAVITUS,BASIC,5,STANDARD,2024-01-01,2024-12-31,NV,2083,21,11,10,false
FORM-REGI-KAIS-2024-0120,KAISER REGIONAL Basic 4-Tier Formulary 2024,FEHB_PREM_001,REGIONAL,KAISER,PRIME_THERAPEUTICS,BASIC,4,BASIC,2024-01-01,2024-12-31,AL,1409,13,5,15,true
FORM-REGI-HUMA-2024-0121,HUMANA REGIONAL Enhanced 4-Tier Formulary 2024,VA_STANDARD_001,REGIONAL,HUMANA,OPTUM_RX,ENHANCED,4,STANDARD,2024-01-01,2024-12-31,MA,2815,21,5,17,true
FORM-REGI-HEAL-2024-0122,HEALTH_NET REGIONAL Enhanced 4-Tier Formulary 2024,PBMCO_STD_001,REGIONAL,HEALTH_NET,HUMANA_PHARMACY,ENHANCED,4,COMPREHENSIVE,2024-01-01,2024-12-31,AR,2328,11,14,30,true
FORM-REGI-CIGN-2024-0123,CIGNA REGIONAL Enhanced 5-Tier Formulary 2024,IND_BRON_001,REGIONAL,CIGNA,ENVOLVE_PHARMACY,ENHANCED,5,LIMITED,2024-01-01,2024-12-31,TN,2986,16,11,18,true
FORM-REGI-UNIT-2024-0124,UNITED_HEALTHCARE REGIONAL Enhanced 4-Tier Formulary 2024,UNION_STD_001,REGIONAL,UNITED_HEALTHCARE,EXPRESS_SCRIPTS,ENHANCED,4,COMPREHENSIVE,2024-01-01,2024-12-31,AL,3614,10,15,24,true
FORM-REGI-KAIS-2024-0125,KAISER REGIONAL Basic 5-Tier Formulary 2024,MCARE_MAPD_001,REGIONAL,KAISER,HUMANA_PHARMACY,BASIC,5,LIMITED,2024-01-01,2024-12-31,MA,2398,23,5,29,true
FORM-REGI-ANTH-2024-0126,ANTHEM REGIONAL Enhanced 5-Tier Formulary 2024,COMM_GOLD_001,REGIONAL,ANTHEM,HUMANA_PHARMACY,ENHANCED,5,LIMITED,2024-01-01,2024-12-31,IL,2453,13,9,17,true
FORM-REGI-HEAL-2024-0127,HEALTH_NET REGIONAL Mail Order 4-Tier Formulary 2024,FEHB_PREM_001,REGIONAL,HEALTH_NET,HUMANA_PHARMACY,MAIL_ORDER,4,COMPREHENSIVE,2024-01-01,2024-12-31,TX,3363,13,5,30,false
FORM-REGI-HEAL-2024-0128,HEALTH_NET REGIONAL Enhanced 4-Tier Formulary 2024,COMM_GOLD_001,REGIONAL,HEALTH_NET,ELIXIR,ENHANCED,4,STANDARD,2024-01-01,2024-12-31,FL,2992,21,13,19,true
FORM-REGI-HEAL-2024-0129,HEALTH_NET REGIONAL Standard 5-Tier Formulary 2024,EMP_TRAD_001,REGIONAL,HEALTH_NET,CVS_CAREMARK,STANDARD,5,STANDARD,2024-01-01,2024-12-31,MT,2538,7,12,20,false
FORM-REGI-CENT-2024-0130,CENTENE REGIONAL Enhanced 5-Tier Formulary 2024,COMM_PLAT_001,REGIONAL,CENTENE,MAGELLAN_RX,ENHANCED,5,LIMITED,2024-01-01,2024-12-31,OR,2040,24,6,29,true
FORM-REGI-AETN-2024-0131,AETNA REGIONAL Standard 5-Tier Formulary 2024,TRICARE_STD_001,REGIONAL,AETNA,NAVITUS,STANDARD,5,LIMITED,2024-01-01,2024-12-31,OK,3411,6,14,19,true
FORM-REGI-UNIT-2024-0132,UNITED_HEALTHCARE REGIONAL Enhanced 5-Tier Formulary 2024,TRICARE_PRM_001,REGIONAL,UNITED_HEALTHCARE,NAVITUS,ENHANCED,5,STANDARD,2024-01-01,2024-12-31,DE,3503,24,7,13,true
FORM-REGI-BCBS-2024-0133,BCBS REGIONAL Enhanced 4-Tier Formulary 2024,UNION_STD_001,REGIONAL,BCBS,MAGELLAN_RX,ENHANCED,4,COMPREHENSIVE,2024-01-01,2024-12-31,KS,3500,11,10,30,true
FORM-REGI-HEAL-2024-0134,HEALTH_NET REGIONAL Standard 5-Tier Formulary 2024,MCARE_SUPP_001,REGIONAL,HEALTH_NET,MEDIMPACT,STANDARD,5,BASIC,2024-01-01,2024-12-31,MI,2854,22,3,23,true
FORM-REGI-CIGN-2024-0135,CIGNA REGIONAL Specialty 3-Tier Formulary 2024,UNION_PREM_001,REGIONAL,CIGNA,ENVOLVE_PHARMACY,SPECIALTY,3,COMPREHENSIVE,2024-01-01,2024-12-31,AL,833,14,14,20,true
FORM-REGI-AETN-2024-0136,AETNA REGIONAL Enhanced 5-Tier Formulary 2024,MCAID_EXP_001,REGIONAL,AETNA,HUMANA_PHARMACY,ENHANCED,5,LIMITED,2024-01-01,2024-12-31,NV,2692,21,14,13,true
FORM-REGI-MOLI-2024-0137,MOLINA REGIONAL Standard 4-Tier Formulary 2024,COMM_HDHP_001,REGIONAL,MOLINA,NAVITUS,STANDARD,4,STANDARD,2024-01-01,2024-12-31,MD,2158,10,13,27,true
FORM-REGI-HUMA-2024-0138,HUMANA REGIONAL Enhanced 4-Tier Formulary 2024,FEHB_PREM_001,REGIONAL,HUMANA,OPTUM_RX,ENHANCED,4,STANDARD,2024-01-01,2024-12-31,GA,3375,21,4,11,true
FORM-REGI-CENT-2024-0139,CENTENE REGIONAL Standard 5-Tier Formulary 2024,IND_GOLD_001,REGIONAL,CENTENE,MAGELLAN_RX,STANDARD,5,STANDARD,2024-01-01,2024-12-31,NH,2313,9,15,13,true
FORM-REGI-CENT-2024-0140,CENTENE REGIONAL Specialty 3-Tier Formulary 2024,FEHB_PREM_001,REGIONAL,CENTENE,HUMANA_PHARMACY,SPECIALTY,3,BASIC,2024-01-01,2024-12-31,GA,1411,12,15,26,true
FORM-REGI-UNIT-2024-0141,UNITED_HEALTHCARE REGIONAL Basic 3-Tier Formulary 2024,IND_SILV_001,REGIONAL,UNITED_HEALTHCARE,ELIXIR,BASIC,3,BASIC,2024-01-01,2024-12-31,RI,2287,15,6,29,true
FORM-REGI-AETN-2024-0142,AETNA REGIONAL Enhanced 3-Tier Formulary 2024,EMP_TRAD_001,REGIONAL,AETNA,HUMANA_PHARMACY,ENHANCED,3,COMPREHENSIVE,2024-01-01,2024-12-31,MD,3894,14,5,20,true
FORM-REGI-MOLI-2024-0143,MOLINA REGIONAL Enhanced 4-Tier Formulary 2024,COMM_SILV_001,REGIONAL,MOLINA,OPTUM_RX,ENHANCED,4,BASIC,2024-01-01,2024-12-31,WV,2803,17,11,19,false
FORM-REGI-CIGN-2024-0144,CIGNA REGIONAL Standard 4-Tier Formulary 2024,EMP_HDHP_001,REGIONAL,CIGNA,PRIME_THERAPEUTICS,STANDARD,4,STANDARD,2024-01-01,2024-12-31,OK,2100,6,14,24,true
FORM-REGI-ANTH-2024-0145,ANTHEM REGIONAL Basic 4-Tier Formulary 2024,UNION_PREM_001,REGIONAL,ANTHEM,MEDIMPACT,BASIC,4,COMPREHENSIVE,2024-01-01,2024-12-31,KS,1402,21,8,17,true
FORM-REGI-MOLI-2024-0146,MOLINA REGIONAL Standard 4-Tier Formulary 2024,CHIP_STD_001,REGIONAL,MOLINA,NAVITUS,STANDARD,4,STANDARD,2024-01-01,2024-12-31,VT,2431,8,15,14,true
FORM-REGI-CIGN-2024-0147,CIGNA REGIONAL Standard 5-Tier Formulary 2024,VA_STANDARD_001,REGIONAL,CIGNA,HUMANA_PHARMACY,STANDARD,5,COMPREHENSIVE,2024-01-01,2024-12-31,VA,3106,25,15,18,true
FORM-REGI-AETN-2024-0148,AETNA REGIONAL Basic 4-Tier Formulary 2024,EMP_TRAD_001,REGIONAL,AETNA,MAGELLAN_RX,BASIC,4,STANDARD,2024-01-01,2024-12-31,VT,2096,21,8,27,true
FORM-REGI-AETN-2024-0149,AETNA REGIONAL Standard 4-Tier Formulary 2024,COMM_HDHP_001,REGIONAL,AETNA,NAVITUS,STANDARD,4,STANDARD,2024-01-01,2024-12-31,NJ,3811,25,9,12,true
FORM-REGI-CENT-2024-0150,CENTENE REGIONAL Basic 3-Tier Formulary 2024,EXCH_GOLD_001,REGIONAL,CENTENE,CVS_CAREMARK,BASIC,3,LIMITED,2024-01-01,2024-12-31,NH,2106,19,4,29,true
FORM-REGI-AETN-2024-0151,AETNA REGIONAL Standard 4-Tier Formulary 2024,IND_BRON_001,REGIONAL,AETNA,EXPRESS_SCRIPTS,STANDARD,4,LIMITED,2024-01-01,2024-12-31,SD,2438,21,10,29,true
FORM-REGI-CIGN-2024-0152,CIGNA REGIONAL Mail Order 4-Tier Formulary 2024,MCAID_STD_001,REGIONAL,CIGNA,ENVOLVE_PHARMACY,MAIL_ORDER,4,LIMITED,2024-01-01,2024-12-31,SD,2370,24,4,25,true
FORM-REGI-ANTH-2024-0153,ANTHEM REGIONAL Basic 6-Tier Formulary 2024,EMP_PREM_001,REGIONAL,ANTHEM,PRIME_THERAPEUTICS,BASIC,6,COMPREHENSIVE,2024-01-01,2024-12-31,AL,2413,6,10,18,true
FORM-REGI-UNIT-2024-0154,UNITED_HEALTHCARE REGIONAL Basic 5-Tier Formulary 2024,FEHB_STAND_001,REGIONAL,UNITED_HEALTHCARE,PRIME_THERAPEUTICS,BASIC,5,COMPREHENSIVE,2024-01-01,2024-12-31,FL,1921,14,6,10,true
FORM-REGI-CIGN-2024-0155,CIGNA REGIONAL Standard 5-Tier Formulary 2024,EMP_HDHP_001,REGIONAL,CIGNA,ENVOLVE_PHARMACY,STANDARD,5,STANDARD,2024-01-01,2024-12-31,WA,3796,16,11,23,true
FORM-REGI-CIGN-2024-0156,CIGNA REGIONAL Standard 5-Tier Formulary 2024,UNION_STD_001,REGIONAL,CIGNA,NAVITUS,STANDARD,5,STANDARD,2024-01-01,2024-12-31,NV,2103,16,15,19,true
FORM-REGI-UNIT-2024-0157,UNITED_HEALTHCARE REGIONAL Standard 5-Tier Formulary 2024,FEHB_BASIC_001,REGIONAL,UNITED_HEALTHCARE,PRIME_THERAPEUTICS,STANDARD,5,COMPREHENSIVE,2024-01-01,2024-12-31,CT,2811,15,5,23,true
FORM-REGI-KAIS-2024-0158,KAISER REGIONAL Enhanced 4-Tier Formulary 2024,COMM_HDHP_001,REGIONAL,KAISER,OPTUM_RX,ENHANCED,4,LIMITED,2024-01-01,2024-12-31,TN,2896,24,7,10,true
FORM-REGI-KAIS-2024-0159,KAISER REGIONAL Enhanced 4-Tier Formulary 2024,EMP_PREM_001,REGIONAL,KAISER,MAGELLAN_RX,ENHANCED,4,STANDARD,2024-01-01,2024-12-31,CT,3824,24,7,14,true
FORM-REGI-ANTH-2024-0160,ANTHEM REGIONAL Enhanced 5-Tier Formulary 2024,MCARE_PDPB_001,REGIONAL,ANTHEM,OPTUM_RX,ENHANCED,5,COMPREHENSIVE,2024-01-01,2024-12-31,CA,3080,5,15,16,true
FORM-REGI-HEAL-2024-0161,HEALTH_NET REGIONAL Enhanced 4-Tier Formulary 2024,EXCH_SILV_001,REGIONAL,HEALTH_NET,MEDIMPACT,ENHANCED,4,BASIC,2024-01-01,2024-12-31,AR,2003,12,7,30,true
FORM-REGI-AETN-2024-0162,AETNA REGIONAL Specialty 5-Tier Formulary 2024,MCAID_STD_001,REGIONAL,AETNA,CVS_CAREMARK,SPECIALTY,5,STANDARD,2024-01-01,2024-12-31,SC,688,5,9,27,true
FORM-REGI-HEAL-2024-0163,HEALTH_NET REGIONAL Enhanced 4-Tier Formulary 2024,MCARE_PDPE_001,REGIONAL,HEALTH_NET,HUMANA_PHARMACY,ENHANCED,4,STANDARD,2024-01-01,2024-12-31,WV,3660,22,6,30,true
FORM-REGI-AETN-2024-0164,AETNA REGIONAL Basic 5-Tier Formulary 2024,VA_STANDARD_001,REGIONAL,AETNA,HUMANA_PHARMACY,BASIC,5,COMPREHENSIVE,2024-01-01,2024-12-31,UT,1390,7,3,27,true
FORM-REGI-CIGN-2024-0165,CIGNA REGIONAL Standard 5-Tier Formulary 2024,TRICARE_PRM_001,REGIONAL,CIGNA,CVS_CAREMARK,STANDARD,5,STANDARD,2024-01-01,2024-12-31,CA,2115,8,10,16,true
FORM-REGI-CIGN-2024-0166,CIGNA REGIONAL Enhanced 3-Tier Formulary 2024,CHIP_STD_001,REGIONAL,CIGNA,PRIME_THERAPEUTICS,ENHANCED,3,BASIC,2024-01-01,2024-12-31,SC,2680,5,6,11,true
