ndc_code,drug_name,generic_name,strength,dosage_form,route,manufacturer,drug_class,therapeutic_category,is_generic,is_brand,is_specialty,is_controlled,dea_schedule,awp_price,wac_price,mac_price,package_size,package_unit,fda_approval_date,is_active
93836-15931-53,Xenoguard,azstatin,20mg,TABLET,ORAL,ELI_LILLY,ANTIEMETIC,GASTROINTESTINAL,false,true,false,false,,443.58,363.74,,30,EA,2015-10-14,true
09955-15932-14,Predpril,predpril,20mg,CAPSULE,INHALATION,SUN_PHARMA,BRONCHODILATOR,RESPIRATORY,true,false,false,false,,37.61,31.97,26.33,60,EA,1986-10-04,true
62382-15933-58,Benprazole,benprazole,250mg/ml,INJECTION,ORAL,SUN_PHARMA,MACROLIDE,ANTIBIOTICS,true,false,false,false,,10.10,8.58,7.07,1,ML,2006-02-05,true
05320-15934-60,Amsartan,amsartan,150mg,CAPSULE,ORAL,SANDOZ,ANTACID,GASTROINTESTINAL,true,false,false,false,,23.44,19.92,16.41,500,EA,1981-04-07,true
61283-15935-31,Ibufloxacin,ibufloxacin,20mg,CAPSULE,OTIC,DR_REDDY,ANTICOAGULANT,CARDIOVASCULAR,true,false,false,false,,9.96,8.47,6.97,100,EA,1996-05-14,true
99273-15936-57,Mettidine,mettidine,250mg,TABLET,ORAL,TEVA,DIURETIC,CARDIOVASCULAR,true,false,false,false,,34.51,29.33,24.16,100,EA,1995-05-18,true
78979-15937-94,Valfloxacin,valfloxacin,100mg,TABLET,ORAL,MYLAN,TETRACYCLINE,ANTIBIOTICS,true,false,false,false,,32.11,27.29,22.48,60,EA,2012-12-21,true
16822-15938-38,Serazole,serazole,100mg/5ml,SOLUTION,ORAL,MYLAN,PENICILLIN,ANTIBIOTICS,true,false,false,false,,30.70,26.09,21.49,120,ML,2004-09-12,true
26025-15939-68,Hydzolam,hydzolam,25mg,TABLET,ORAL,SANDOZ,TOPICAL_STEROID,DERMATOLOGY,true,false,false,false,,6.88,5.85,4.82,500,EA,2002-10-08,true
09909-15940-30,Ampril,ampril,20mg,CAPSULE,TOPICAL,AUROBINDO,TARGETED_THERAPY,ONCOLOGY,true,false,false,false,,15.36,13.06,10.75,30,EA,1997-07-21,true
95652-15941-62,Ibuvir,ibuvir,10mg/5ml,SOLUTION,TOPICAL,CIPLA,OSTEOPOROSIS,ENDOCRINE,true,false,false,false,,32.29,27.45,22.60,240,ML,1990-09-19,true
87166-15942-63,Ketood,hydprazole,20mg,CAPSULE,ORAL,SANOFI,CHEMOTHERAPY,ONCOLOGY,false,true,false,false,,85.93,70.46,,60,EA,2002-03-07,true
93914-15943-60,Ketdipine,ketdipine,25mg/5ml,SOLUTION,ORAL,LUPIN,PENICILLIN,ANTIBIOTICS,true,false,false,false,,49.29,41.90,34.50,480,ML,1985-04-05,true
17851-15944-55,Biocare,metzepam,150mg,CAPSULE,TOPICAL,AMGEN,ANTIPSYCHOTIC,CNS,false,true,false,false,,155.36,127.40,,90,EA,2022-01-23,true
95516-15945-65,Zymopro,sertidine,25mg,TABLET,ORAL,MERCK,ANTIHISTAMINE,RESPIRATORY,false,true,true,false,,1242.55,994.04,,30,EA,2020-07-17,true
66869-15946-31,Flexcare,risazole,500mg,TABLET,ORAL,GLAXOSMITHKLINE,CEPHALOSPORIN,ANTIBIOTICS,false,true,false,false,,279.58,229.26,,500,EA,2012-06-15,true
12981-15947-26,Predcillin,predcillin,40mg,CAPSULE,INHALATION,ZYDUS,STATIN,CARDIOVASCULAR,true,false,false,false,,13.30,11.30,9.31,60,EA,1996-11-02,true
52808-15948-50,Varstatin,varstatin,50mg,CAPSULE,TOPICAL,CIPLA,ANTI_INFLAMMATORY_EYE,OPHTHALMOLOGY,true,false,false,false,,20.59,17.50,14.41,100,EA,2008-04-17,true
44779-15949-46,Napstatin,napstatin,250mg,TABLET,ORAL,SANDOZ,ANTIFUNGAL,DERMATOLOGY,true,false,false,false,,44.04,37.43,30.83,30,EA,2005-11-10,true
43114-15950-05,Warstatin,warstatin,50mg,TABLET,ORAL,MYLAN,BETA_BLOCKER,CARDIOVASCULAR,true,false,false,false,,14.73,12.52,10.31,60,EA,1991-03-15,true
67180-15951-25,Pharcare,ciptriptan,500mg,TABLET,ORAL,MERCK,ANTIBIOTIC_EYE,OPHTHALMOLOGY,false,true,false,false,,315.47,258.69,,500,EA,2019-04-22,true
31147-15952-31,Risdipine,risdipine,50mg,TABLET,ORAL,ACTAVIS,NSAID,PAIN_MANAGEMENT,true,false,false,false,,48.79,41.47,34.15,500,EA,1996-03-06,true
41700-15953-50,Tamvir,tamvir,100mg,TABLET,TOPICAL,SUN_PHARMA,TOPICAL_ANALGESIC,PAIN_MANAGEMENT,true,false,false,false,,4.93,4.19,3.45,500,EA,2012-11-19,true
31708-15954-25,Azfloxacin,azfloxacin,20mg,TABLET,ORAL,ACTAVIS,STIMULANT,CNS,true,false,false,false,,43.42,36.91,30.39,30,EA,2014-04-05,true
63744-15955-13,Renaer,bensartan,150mg,CAPSULE,ORAL,AMGEN,LAXATIVE,GASTROINTESTINAL,false,true,false,false,,126.89,104.05,,500,EA,2006-04-17,true
67279-15956-69,Predtidine,predtidine,125mg/5ml,SUSPENSION,TOPICAL,SANDOZ,CEPHALOSPORIN,ANTIBIOTICS,true,false,false,false,,25.85,21.97,18.09,200,ML,1994-02-18,true
21266-15957-13,Ibupril,ibupril,20mg,CAPSULE,ORAL,TEVA,ACE_INHIBITOR,CARDIOVASCULAR,true,false,false,false,,24.16,20.54,16.91,100,EA,2011-01-02,true
47463-15958-28,Doxvir,doxvir,25mg,TABLET,ORAL,MYLAN,DIURETIC,CARDIOVASCULAR,true,false,false,false,,41.00,34.85,28.70,500,EA,1999-11-05,true
54313-15959-06,Hydcillin,hydcillin,40mg,TABLET,ORAL,MYLAN,ANTACID,GASTROINTESTINAL,true,false,false,false,,38.44,32.67,26.91,100,EA,1994-05-16,false
74276-15960-67,Amzepam,amzepam,20mg,CAPSULE,ORAL,AUROBINDO,ANTICONVULSANT,CNS,true,false,false,false,,16.06,13.65,11.24,500,EA,2024-10-20,true
18509-15961-81,Benfloxacin,benfloxacin,10mg/5ml,SOLUTION,ORAL,SANDOZ,STATIN,CARDIOVASCULAR,true,false,false,false,,19.39,16.48,13.57,480,ML,2015-06-12,true
46145-15962-25,Sercycline,sercycline,10mg,TABLET,ORAL,TEVA,CEPHALOSPORIN,ANTIBIOTICS,true,false,false,false,,4.14,3.52,2.90,100,EA,2003-01-16,true
03839-15963-41,Bioshield,cefstatin,10mg,CAPSULE,ORAL,ASTRAZENECA,OSTEOPOROSIS,ENDOCRINE,false,true,false,false,,158.10,129.64,,60,EA,1998-07-21,true
75317-15964-50,Amtriptan,amtriptan,5mg,TABLET,ORAL,AUROBINDO,ANTIVIRAL,OTHER,true,false,false,false,,44.57,37.88,31.20,30,EA,2008-03-08,true
32272-15965-37,Warzepam,warzepam,125mg/5ml,SUSPENSION,OTIC,ACTAVIS,ANTIVIRAL,OTHER,true,false,false,false,,32.07,27.26,22.45,200,ML,2022-09-25,true
34612-15966-11,Proazole,proazole,20mg,TABLET,ORAL,AUROBINDO,PENICILLIN,ANTIBIOTICS,true,false,false,false,,19.26,16.37,13.48,500,EA,1986-10-16,true
83816-15967-86,Amcycline,amcycline,20mg,CAPSULE,ORAL,AUROBINDO,LAXATIVE,GASTROINTESTINAL,true,false,false,false,,33.79,28.72,23.65,90,EA,2006-02-26,true
11010-15968-08,Hepasr,simtidine,5mg,TABLET,OTIC,BOEHRINGER_INGELHEIM,VITAMIN,OTHER,false,true,true,false,,7789.91,6231.93,,100,EA,2012-03-01,true
70261-15969-41,Predpril,predpril,100mg/5ml,SOLUTION,ORAL,CIPLA,ANTIDEPRESSANT,CNS,true,false,false,false,,49.08,41.72,34.36,480,ML,2011-03-21,true
54997-15970-24,Venazole,venazole,150mg,CAPSULE,ORAL,LUPIN,NSAID,PAIN_MANAGEMENT,true,false,false,false,,14.17,12.04,9.92,500,EA,1986-11-10,true
01989-15971-39,Cefzolam,cefzolam,50mcg/hr,PATCH,ORAL,DR_REDDY,IMMUNOSUPPRESSANT,IMMUNOLOGY,true,false,false,false,,14.40,12.24,10.08,10,ML,2008-10-19,true
04382-15972-64,Xenoduo,dizepam,20mg,TABLET,ORAL,JOHNSON_JOHNSON,OPIOID,PAIN_MANAGEMENT,false,true,false,false,,154.35,126.57,,500,EA,2023-08-16,true
37584-15973-55,Ristriptan,ristriptan,50mg,TABLET,ORAL,CIPLA,BRONCHODILATOR,RESPIRATORY,true,false,false,false,,21.45,18.23,15.01,60,EA,2020-01-25,true
94904-15974-36,Clozepam,clozepam,100mg,TABLET,ORAL,MYLAN,BETA_BLOCKER,CARDIOVASCULAR,true,false,false,false,,32.02,27.22,22.41,500,EA,1985-10-04,true
74052-15975-32,Hydtidine,hydtidine,250mg,TABLET,ORAL,AUROBINDO,INSULIN,DIABETES,true,false,false,false,,12.02,10.22,8.41,100,EA,1982-06-25,true
60281-15976-90,Ceftriptan,ceftriptan,5mg/5ml,SOLUTION,ORAL,ACTAVIS,NSAID,PAIN_MANAGEMENT,true,false,false,false,,20.59,17.50,14.41,240,ML,2019-12-04,true
23003-15977-99,Vendipine,vendipine,50mg,TABLET,TRANSDERMAL,ACTAVIS,ANTIHISTAMINE,RESPIRATORY,true,false,false,false,,17.09,14.53,11.96,100,EA,1980-07-20,true
65772-15978-65,Theramax,metprazole,150mg,CAPSULE,ORAL,MERCK,ANTIFUNGAL,DERMATOLOGY,false,true,false,false,,243.93,200.02,,90,EA,2017-09-18,true
41064-15979-74,Cloprazole,cloprazole,5%,OINTMENT,ORAL,DR_REDDY,NSAID,PAIN_MANAGEMENT,true,false,false,false,,7.53,6.40,5.27,15,ML,1986-03-10,true
30242-15980-18,Fluvir,fluvir,90mcg,INHALER,OPHTHALMIC,TEVA,ED_TREATMENT,UROLOGY,true,false,false,false,,26.02,22.12,18.21,1,ML,1987-08-18,true
30324-15981-01,Tamzolam,tamzolam,40mg,CAPSULE,ORAL,DR_REDDY,BRONCHODILATOR,RESPIRATORY,true,false,false,false,,7.63,6.49,5.34,60,EA,1997-04-26,true
38554-15982-86,Dizepam,dizepam,100mg,TABLET,ORAL,AUROBINDO,BETA_BLOCKER,CARDIOVASCULAR,true,false,false,false,,7.24,6.15,5.07,100,EA,2012-04-28,true
36313-15983-13,Zymopro,cefpril,100mg,TABLET,ORAL,BRISTOL_MYERS_SQUIBB,FLUOROQUINOLONE,ANTIBIOTICS,false,true,false,false,,320.59,262.88,,90,EA,2021-09-04,true
20485-15984-11,Hydstatin,hydstatin,50mg,CAPSULE,ORAL,AUROBINDO,PENICILLIN,ANTIBIOTICS,true,false,false,false,,23.18,19.70,16.23,500,EA,2010-09-06,true
57889-15985-25,Simazole,simazole,50mg,TABLET,ORAL,AUROBINDO,NSAID,PAIN_MANAGEMENT,true,false,false,false,,14.64,12.44,10.25,100,EA,1984-06-05,true
23036-15986-14,Amtriptan,amtriptan,40mg,TABLET,TOPICAL,MYLAN,ACNE_TREATMENT,DERMATOLOGY,true,false,false,false,,7.93,6.74,5.55,30,EA,1992-06-07,true
53827-15987-96,Biood,venprazole,200mg,CAPSULE,RECTAL,BRISTOL_MYERS_SQUIBB,ANTIHISTAMINE,RESPIRATORY,false,true,false,false,,260.27,213.42,,500,EA,2007-05-02,true
83796-15988-36,Ciptriptan,ciptriptan,125mg/5ml,SUSPENSION,INJECTION,DR_REDDY,STIMULANT,CNS,true,false,false,false,,20.76,17.65,14.53,150,ML,1997-07-25,true
97083-15989-95,Hydprazole,hydprazole,40mg,TABLET,ORAL,CIPLA,ACE_INHIBITOR,CARDIOVASCULAR,true,false,false,false,,42.15,35.83,29.50,30,EA,1993-05-17,true
02194-15990-31,Pharxr,gabazole,5%,OINTMENT,ORAL,JOHNSON_JOHNSON,ANTACID,GASTROINTESTINAL,false,true,false,false,,341.68,280.18,,60,ML,1993-02-24,true
11679-15991-28,Bioer,provir,10mg/5ml,SOLUTION,ORAL,BRISTOL_MYERS_SQUIBB,CALCIUM_CHANNEL_BLOCKER,CARDIOVASCULAR,false,true,false,false,,233.44,191.42,,100,ML,2011-01-14,true
45592-15992-88,Lipood,benzepam,10mg/ml,INJECTION,ORAL,PFIZER,BETA_BLOCKER,CARDIOVASCULAR,false,true,false,false,,397.67,326.09,,10,ML,2011-09-12,true
79317-15993-44,Zolcycline,zolcycline,40mg,CAPSULE,ORAL,DR_REDDY,ACE_INHIBITOR,CARDIOVASCULAR,true,false,false,false,,23.48,19.96,16.44,100,EA,2021-03-25,true
42894-15994-46,Cefvir,cefvir,40mg,CAPSULE,ORAL,TEVA,ACE_INHIBITOR,CARDIOVASCULAR,true,false,false,false,,4.44,3.77,3.11,100,EA,2004-09-08,true
75439-15995-97,Zolvir,zolvir,10mg/ml,INJECTION,ORAL,ZYDUS,TETRACYCLINE,ANTIBIOTICS,true,false,false,false,,33.32,28.32,23.32,25,ML,2022-12-18,true
30119-15996-59,Doxcycline,doxcycline,10mg,TABLET,ORAL,SANDOZ,PENICILLIN,ANTIBIOTICS,true,false,false,false,,1.36,1.16,0.95,100,EA,2013-08-09,true
02896-15997-44,Tamstatin,tamstatin,5mg,TABLET,ORAL,AUROBINDO,ANTIDEPRESSANT,CNS,true,false,false,false,,7.11,6.04,4.98,100,EA,1989-04-25,true
64403-15998-27,Vartriptan,vartriptan,25mg,TABLET,INHALATION,ACTAVIS,IMMUNOTHERAPY,ONCOLOGY,true,false,false,false,,33.88,28.80,23.72,100,EA,1980-11-16,true
85011-15999-28,Gabzolam,gabzolam,20mg,TABLET,TOPICAL,SANDOZ,ANTIBIOTIC_EYE,OPHTHALMOLOGY,true,false,false,false,,18.16,15.44,12.71,500,EA,2012-06-07,true
60868-16000-21,Hepasr,ibuolol,10mg,TABLET,ORAL,ASTRAZENECA,BIOLOGIC,IMMUNOLOGY,false,true,false,false,,330.57,271.07,,30,EA,2018-02-20,true
58355-16001-68,Renaplus,zolstatin,10mg,TABLET,ORAL,ELI_LILLY,SULFONYLUREA,DIABETES,false,true,false,false,,484.04,396.91,,60,EA,2015-04-05,true
74163-16002-96,Enstatin,enstatin,10mg/5ml,SOLUTION,ORAL,MYLAN,SUPPLEMENT,OTHER,true,false,false,false,,3.89,3.31,2.72,120,ML,2006-05-16,true
20256-16003-94,Zymotri,simvir,40mg,CAPSULE,ORAL,GILEAD,ANTICONVULSANT,CNS,false,true,false,false,,459.50,376.79,,90,EA,2017-09-16,true
70339-16004-50,Serstatin,serstatin,75mcg/hr,PATCH,INHALATION,SUN_PHARMA,CEPHALOSPORIN,ANTIBIOTICS,true,false,false,false,,2.65,2.25,1.85,30,ML,2012-07-15,true
13475-16005-60,Cardixr,sersartan,50mg,CAPSULE,INHALATION,NOVARTIS,ANTICONVULSANT,CNS,false,true,false,false,,145.67,119.45,,100,EA,2017-10-25,true
25832-16006-81,Tamsartan,tamsartan,10mg,CAPSULE,ORAL,SUN_PHARMA,OPIOID,CNS,true,false,false,false,,47.97,40.77,33.58,30,EA,2013-04-24,true
29570-16007-02,Venazole,venazole,20mg,TABLET,TOPICAL,TEVA,NSAID,PAIN_MANAGEMENT,true,false,false,false,,34.13,29.01,23.89,90,EA,2019-12-11,true
36666-16008-77,Ketoduo,enzolam,1%,OINTMENT,ORAL,GLAXOSMITHKLINE,HORMONE_REPLACEMENT,ENDOCRINE,false,true,false,false,,14.49,11.88,,30,ML,1997-03-13,true
19024-16009-28,Clotriptan,clotriptan,25mg,CAPSULE,TOPICAL,AUROBINDO,METFORMIN,DIABETES,true,false,false,false,,5.62,4.78,3.93,30,EA,1985-04-14,true
26559-16010-53,Hydvir,hydvir,40mg,TABLET,ORAL,ACTAVIS,ACE_INHIBITOR,CARDIOVASCULAR,true,false,false,false,,43.87,37.29,30.71,60,EA,1989-09-22,true
47576-16011-92,Prodipine,prodipine,50mg/ml,INJECTION,ORAL,CIPLA,H2_BLOCKER,GASTROINTESTINAL,true,false,false,false,,32.92,27.98,23.04,5,ML,2000-03-22,true
96955-16012-85,Metzepam,metzepam,10mg,TABLET,OPHTHALMIC,DR_REDDY,HORMONE_REPLACEMENT,ENDOCRINE,true,false,false,false,,41.55,35.32,29.08,90,EA,1990-11-18,true
93564-16013-39,Serprazole,serprazole,10mg/5ml,SOLUTION,ORAL,SANDOZ,DECONGESTANT,RESPIRATORY,true,false,false,false,,40.20,34.17,28.14,480,ML,2003-01-24,true
62478-16014-99,Hydfloxacin,hydfloxacin,25mg,TABLET,ORAL,ZYDUS,BETA_BLOCKER,CARDIOVASCULAR,true,false,false,false,,37.97,32.27,26.58,90,EA,1997-03-27,true
80039-16015-75,Simzolam,simzolam,20mg,TABLET,ORAL,SUN_PHARMA,MUSCLE_RELAXANT,PAIN_MANAGEMENT,true,false,false,false,,1.93,1.64,1.35,60,EA,1980-05-20,true
33993-16016-96,Riszepam,riszepam,25mg,CAPSULE,INHALATION,ACTAVIS,CALCIUM_CHANNEL_BLOCKER,CARDIOVASCULAR,true,false,false,false,,28.12,23.90,19.68,500,EA,2002-11-06,true
46342-16017-76,Ibuprazole,ibuprazole,100mg/ml,INJECTION,TOPICAL,LUPIN,TOPICAL_ANALGESIC,PAIN_MANAGEMENT,true,false,false,false,,15.66,13.31,10.96,5,ML,2017-12-24,true
81333-16018-80,Ketvir,ketvir,40mg,CAPSULE,ORAL,CIPLA,CEPHALOSPORIN,ANTIBIOTICS,true,false,false,false,,40.53,34.45,28.37,30,EA,2006-03-25,true
79657-16019-87,Flutidine,flutidine,0.5%,CREAM,TOPICAL,TEVA,OPIOID,PAIN_MANAGEMENT,true,false,false,true,II,38.70,32.90,27.09,30,ML,2007-12-11,true
97952-16020-93,Bentidine,bentidine,50mg,TABLET,ORAL,MYLAN,ANTIHISTAMINE,RESPIRATORY,true,false,false,false,,49.51,42.08,34.66,500,EA,2006-06-15,true
30187-16021-41,Oncoshield,flusartan,500mg,TABLET,TOPICAL,ROCHE,THYROID,ENDOCRINE,false,true,false,false,,270.19,221.56,,500,EA,2016-10-01,true
81123-16022-16,Metpril,metpril,100mg,TABLET,ORAL,TEVA,DECONGESTANT,RESPIRATORY,true,false,false,false,,1.77,1.50,1.24,30,EA,1981-12-12,true
82507-16023-50,Benazole,benazole,20mg,TABLET,INJECTION,SANDOZ,GLP1_AGONIST,DIABETES,true,false,false,false,,30.94,26.30,21.66,500,EA,2022-12-18,true
14997-16024-35,Oncoxr,encycline,10mg,CAPSULE,ORAL,ROCHE,ANTIPARASITIC,OTHER,false,true,false,false,,219.48,179.97,,60,EA,2015-10-17,true
16209-16025-79,Cardicr,doxtriptan,50mg/5ml,SOLUTION,ORAL,SANOFI,TOPICAL_ANALGESIC,PAIN_MANAGEMENT,false,true,false,false,,335.02,274.72,,120,ML,2011-07-20,true
32019-16026-88,Azpril,azpril,75mg,CAPSULE,ORAL,SUN_PHARMA,SGLT2_INHIBITOR,DIABETES,true,false,false,false,,7.92,6.73,5.54,60,EA,1991-04-07,true
07687-16027-80,Warcillin,warcillin,20mg,TABLET,ORAL,DR_REDDY,LAXATIVE,GASTROINTESTINAL,true,false,false,false,,47.16,40.09,33.01,60,EA,2019-08-11,true
72084-16028-03,Simstatin,simstatin,100mg/5ml,SOLUTION,ORAL,TEVA,H2_BLOCKER,GASTROINTESTINAL,true,false,false,false,,11.36,9.66,7.95,240,ML,1980-12-19,false
86324-16029-19,Benvir,benvir,25mg,TABLET,ORAL,SUN_PHARMA,STATIN,CARDIOVASCULAR,true,false,false,false,,34.66,29.46,24.26,500,EA,2022-12-09,true
43527-16030-50,Valolol,valolol,40mg,TABLET,ORAL,AUROBINDO,HORMONE_THERAPY,ONCOLOGY,true,false,false,false,,1.40,1.19,0.98,90,EA,2022-11-18,true
26548-16031-75,Endoplex,valcycline,150mg,CAPSULE,ORAL,BOEHRINGER_INGELHEIM,MACROLIDE,ANTIBIOTICS,false,true,false,false,,326.31,267.57,,60,EA,1990-03-25,true
48676-16032-03,Zymocr,ibutriptan,100mg,TABLET,ORAL,JOHNSON_JOHNSON,ANTIPSYCHOTIC,CNS,false,true,false,false,,91.56,75.08,,90,EA,1996-04-21,true
77614-16033-21,Doxvir,doxvir,200mg,CAPSULE,ORAL,TEVA,ANXIOLYTIC,CNS,true,false,false,true,III,45.23,38.45,31.66,30,EA,1995-12-09,true
52338-16034-87,Predstatin,predstatin,500mg,TABLET,ORAL,SANDOZ,SULFONYLUREA,DIABETES,true,false,false,false,,44.11,37.49,30.88,90,EA,2012-04-28,true
44349-16035-08,Azdipine,azdipine,10mg,CAPSULE,ORAL,DR_REDDY,ANTI_INFLAMMATORY_EYE,OPHTHALMOLOGY,true,false,false,false,,18.98,16.13,13.29,90,EA,1989-03-18,true
24543-16036-76,Ketoplex,azfloxacin,20mg,CAPSULE,ORAL,GILEAD,ANTIDEPRESSANT,CNS,false,true,false,false,,98.12,80.46,,60,EA,1995-09-20,true
94996-16037-50,Parolol,parolol,1%,CREAM,INJECTION,AUROBINDO,STIMULANT,CNS,true,false,false,true,V,30.63,26.04,21.44,45,ML,2022-10-13,true
67978-16038-12,Azsartan,azsartan,100mg/ml,INJECTION,TOPICAL,TEVA,ANTACID,GASTROINTESTINAL,true,false,false,false,,28.37,24.11,19.86,5,ML,2021-01-16,true
03512-16039-64,Enstatin,enstatin,100mg/5ml,SOLUTION,TOPICAL,LUPIN,ANTIDEPRESSANT,CNS,true,false,false,false,,1.15,0.98,0.80,120,ML,1994-02-26,true
94873-16040-51,Levdipine,levdipine,50mg/5ml,SOLUTION,ORAL,CIPLA,STIMULANT,CNS,true,false,false,false,,34.37,29.21,24.06,120,ML,1983-10-17,true
27775-16041-24,Benzepam,benzepam,250mg,TABLET,OTIC,DR_REDDY,OPIOID,CNS,true,false,false,false,,12.36,10.51,8.65,500,EA,2011-06-16,true
03081-16042-60,Pharpro,valsartan,25mg,TABLET,INJECTION,GLAXOSMITHKLINE,IMMUNOTHERAPY,ONCOLOGY,false,true,false,false,,366.01,300.13,,60,EA,2005-10-12,true
77703-16043-68,Azzolam,azzolam,20mg,CAPSULE,ORAL,CIPLA,BETA_BLOCKER,CARDIOVASCULAR,true,false,false,false,,28.63,24.34,20.04,100,EA,1982-08-03,true
59913-16044-38,Ketstatin,ketstatin,10mg/ml,INJECTION,INHALATION,DR_REDDY,FLUOROQUINOLONE,ANTIBIOTICS,true,false,false,false,,42.06,35.75,29.44,25,ML,1995-10-14,true
73740-16045-29,Endosr,benzepam,40mg,TABLET,TOPICAL,BRISTOL_MYERS_SQUIBB,FLUOROQUINOLONE,ANTIBIOTICS,false,true,false,false,,34.84,28.57,,90,EA,2003-01-24,true
10901-16046-39,Venstatin,venstatin,500mg,TABLET,ORAL,SUN_PHARMA,LAXATIVE,GASTROINTESTINAL,true,false,false,false,,13.34,11.34,9.34,100,EA,1996-03-21,true
90767-16047-56,Ristriptan,ristriptan,200mg,CAPSULE,ORAL,SANDOZ,ANTICONVULSANT,CNS,true,false,false,false,,39.39,33.48,27.57,500,EA,2008-08-08,true
31114-16048-84,Napsartan,napsartan,50mg/5ml,SOLUTION,TOPICAL,SANDOZ,ANTIEMETIC,GASTROINTESTINAL,true,false,false,false,,20.18,17.15,14.13,480,ML,1989-10-15,true
50376-16049-57,Renacare,vartriptan,20mg,CAPSULE,TRANSDERMAL,PFIZER,DIURETIC,CARDIOVASCULAR,false,true,false,false,,315.06,258.35,,90,EA,2021-06-01,true
09021-16050-19,Azpril,azpril,40mg,TABLET,ORAL,AUROBINDO,HORMONE_THERAPY,ONCOLOGY,true,false,false,false,,28.78,24.46,20.15,90,EA,2005-05-06,true
05445-16051-07,Valzepam,valzepam,250mg,TABLET,ORAL,LUPIN,BETA_BLOCKER,CARDIOVASCULAR,true,false,false,false,,14.06,11.95,9.84,90,EA,2018-09-04,true
98899-16052-30,Diprazole,diprazole,50mg/5ml,SOLUTION,INHALATION,TEVA,BETA_BLOCKER,CARDIOVASCULAR,true,false,false,false,,39.31,33.41,27.52,100,ML,2011-03-26,true
63385-16053-69,Azprazole,azprazole,25mg/5ml,SOLUTION,ORAL,SANDOZ,ANTIPSYCHOTIC,CNS,true,false,false,false,,22.14,18.82,15.50,240,ML,2020-11-04,true
87543-16054-40,Actiod,bensartan,40mg,TABLET,ORAL,SANOFI,MUSCLE_RELAXANT,PAIN_MANAGEMENT,false,true,false,false,,189.88,155.70,,90,EA,2000-10-16,true
85940-16055-37,Cipcillin,cipcillin,2%,CREAM,ORAL,ZYDUS,DECONGESTANT,RESPIRATORY,true,false,false,false,,39.92,33.93,27.94,60,ML,2002-01-24,true
14823-16056-33,Sercycline,sercycline,20mg,CAPSULE,ORAL,ZYDUS,TOPICAL_ANALGESIC,PAIN_MANAGEMENT,true,false,false,false,,34.83,29.61,24.38,100,EA,1983-05-21,true
95470-16057-15,Amdipine,amdipine,25mg/5ml,SOLUTION,ORAL,LUPIN,CORTICOSTEROID,RESPIRATORY,true,false,false,false,,36.41,30.95,25.49,100,ML,1995-05-08,true
67290-16058-37,Azcillin,azcillin,100mcg/hr,PATCH,RECTAL,ACTAVIS,SUPPLEMENT,OTHER,true,false,false,false,,20.81,17.69,14.57,10,ML,2022-08-04,true
95742-16059-99,Wartidine,wartidine,40mg,TABLET,ORAL,SUN_PHARMA,PENICILLIN,ANTIBIOTICS,true,false,false,false,,23.58,20.04,16.51,100,EA,1998-10-18,true
44370-16060-32,Cloprazole,cloprazole,20mg,TABLET,ORAL,ACTAVIS,GLP1_AGONIST,DIABETES,true,false,false,false,,27.25,23.16,19.07,90,EA,2008-10-10,true
31671-16061-27,Propril,propril,25mg/5ml,SOLUTION,ORAL,SANDOZ,ANTICOAGULANT,CARDIOVASCULAR,true,false,false,false,,43.46,36.94,30.42,100,ML,1980-12-26,true
46320-16062-84,Zolcycline,zolcycline,20mg,CAPSULE,OPHTHALMIC,SANDOZ,BETA_BLOCKER,CARDIOVASCULAR,true,false,false,false,,4.80,4.08,3.36,90,EA,2004-07-05,true
65595-16063-58,Hydzepam,hydzepam,10mg/ml,INJECTION,ORAL,ACTAVIS,HORMONE_REPLACEMENT,ENDOCRINE,true,false,false,false,,3.13,2.66,2.19,25,ML,2004-08-24,true
71512-16064-56,Napzolam,napzolam,150mg,CAPSULE,ORAL,ZYDUS,BRONCHODILATOR,RESPIRATORY,true,false,false,false,,30.00,25.50,21.00,30,EA,1993-02-06,true
27441-16065-98,Cloazole,cloazole,5mg,TABLET,ORAL,DR_REDDY,ANTIPSYCHOTIC,CNS,true,false,false,false,,2.88,2.45,2.02,30,EA,1982-07-26,true
71721-16066-05,Immunotri,levzolam,125mg/5ml,SUSPENSION,OTIC,GLAXOSMITHKLINE,ANTICONVULSANT,CNS,false,true,false,false,,42.73,35.04,,150,ML,2012-11-17,true
05979-16067-40,Gabdipine,gabdipine,500mg,TABLET,INJECTION,SUN_PHARMA,CORTICOSTEROID,RESPIRATORY,true,false,false,false,,43.42,36.91,30.39,100,EA,2018-09-27,true
13820-16068-09,Gabzolam,gabzolam,1%,OINTMENT,ORAL,ACTAVIS,IMMUNOSUPPRESSANT,IMMUNOLOGY,true,false,false,false,,37.02,31.47,25.91,15,ML,1991-07-24,true
96616-16069-27,Doxzolam,doxzolam,10mg,TABLET,ORAL,MYLAN,GLAUCOMA,OPHTHALMOLOGY,true,false,false,false,,15.56,13.23,10.89,30,EA,1995-11-04,true
95398-16070-09,Simfloxacin,simfloxacin,25mg,TABLET,ORAL,MYLAN,NSAID,PAIN_MANAGEMENT,true,false,false,false,,17.18,14.60,12.03,500,EA,2001-12-21,true
59802-16071-43,Azpril,azpril,50mg/5ml,SOLUTION,TOPICAL,DR_REDDY,OPIOID,CNS,true,false,false,false,,18.88,16.05,13.22,120,ML,2023-09-19,true
